order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
957,ORD-20250916-00957,267,2025-09-16,procesando,2179.9,7,210,457.78,2695.09,credit_card,same_day,,Nota del cliente: Dejar en portería
958,ORD-20240521-00958,166,2024-05-21,enviado,1856.58,20,280,389.88,2155.14,bank_transfer,standard,8,
959,ORD-20240606-00959,108,2024-06-06,pendiente,3617.13,16,190,759.6,3987.99,paypal,same_day,,
960,ORD-20241110-00960,301,2024-11-10,entregado,1353.62,19,430,284.26,1810.69,cash_on_delivery,same_day,,
961,ORD-20250705-00961,170,2025-07-05,procesando,2089.64,16,200,438.82,2394.12,credit_card,same_day,4,
962,ORD-20240714-00962,248,2024-07-14,entregado,2782.73,19,10,584.37,2848.38,debit_card,pickup,,
963,ORD-20250927-00963,42,2025-09-27,enviado,1966.1,1,370,412.88,2729.32,paypal,pickup,9,
964,ORD-20240129-00964,48,2024-01-29,entregado,2761.19,13,460,579.85,3442.09,credit_card,same_day,,
965,ORD-20251223-00965,193,2025-12-23,procesando,1867.27,5,470,392.13,2636.04,cash_on_delivery,same_day,,Nota del cliente: Llamar antes
966,ORD-20240713-00966,4,2024-07-13,entregado,3341.39,12,110,701.69,3752.11,debit_card,express,,
967,ORD-20241118-00967,94,2024-11-18,enviado,1618.5,5,0,339.89,1877.47,cash_on_delivery,standard,,
968,ORD-20250315-00968,272,2025-03-15,procesando,671.95,18,420,141.11,1112.11,debit_card,same_day,7,
969,ORD-20240726-00969,292,2024-07-26,cancelado,3184.19,15,290,668.68,3665.24,cash_on_delivery,pickup,,
970,ORD-20240313-00970,95,2024-03-13,entregado,2696.19,7,180,566.2,3253.66,cash_on_delivery,express,,
971,ORD-20250815-00971,282,2025-08-15,pendiente,1175.64,7,110,246.88,1450.23,credit_card,standard,,
972,ORD-20241027-00972,80,2024-10-27,cancelado,4198.76,12,120,881.74,4696.65,bank_transfer,pickup,5,
973,ORD-20240406-00973,193,2024-04-06,entregado,2357,9,90,494.97,2729.84,debit_card,pickup,,Nota del cliente: Dejar en portería
974,ORD-20250905-00974,79,2025-09-05,enviado,3113.7,18,10,653.88,3217.11,debit_card,pickup,8,
975,ORD-20250413-00975,36,2025-04-13,entregado,2949.59,8,210,619.41,3543.03,bank_transfer,pickup,,Nota del cliente: Llamar antes
976,ORD-20260228-00976,188,2026-02-28,procesando,2364.7,1,270,496.59,3107.64,paypal,same_day,,
977,ORD-20231108-00977,69,2023-11-08,entregado,3152.97,9,30,662.12,3561.32,cash_on_delivery,pickup,,
978,ORD-20240827-00978,136,2024-08-27,entregado,2350.77,9,250,493.66,2882.86,debit_card,standard,,
979,ORD-20260202-00979,259,2026-02-02,procesando,3126.68,14,430,656.6,3775.54,credit_card,pickup,,
980,ORD-20241121-00980,243,2024-11-21,enviado,1414.47,1,330,297.04,2027.37,cash_on_delivery,express,9,
981,ORD-20241219-00981,179,2024-12-19,enviado,4353.49,2,220,914.23,5400.65,cash_on_delivery,pickup,,
982,ORD-20240806-00982,314,2024-08-06,entregado,4204.97,18,490,883.04,4821.12,bank_transfer,same_day,,
983,ORD-20241213-00983,167,2024-12-13,procesando,402.33,14,160,84.49,590.49,cash_on_delivery,same_day,,
984,ORD-20250823-00984,42,2025-08-23,cancelado,4591.49,13,130,964.21,5088.81,debit_card,standard,,Nota del cliente: Llamar antes
985,ORD-20230417-00985,204,2023-04-17,pendiente,1551.52,13,320,325.82,1995.64,paypal,same_day,,
986,ORD-20260120-00986,273,2026-01-20,pendiente,2647.63,6,180,556,3224.77,credit_card,same_day,3,
987,ORD-20250525-00987,316,2025-05-25,enviado,1058.09,20,220,222.2,1288.67,bank_transfer,pickup,8,
988,ORD-20240724-00988,67,2024-07-24,entregado,671.14,19,500,140.94,1184.56,credit_card,express,1,
989,ORD-20240403-00989,76,2024-04-03,pendiente,5309.14,1,310,1114.92,6680.97,credit_card,same_day,,
990,ORD-20240908-00990,230,2024-09-08,cancelado,394.35,13,320,82.81,745.89,paypal,standard,,
991,ORD-20240512-00991,119,2024-05-12,enviado,922.73,3,160,193.77,1248.82,cash_on_delivery,standard,,
992,ORD-20230120-00992,61,2023-01-20,procesando,888.52,4,430,186.59,1469.57,cash_on_delivery,standard,3,
993,ORD-20230303-00993,307,2023-03-03,entregado,825.5,2,110,173.36,1092.35,bank_transfer,standard,4,
994,ORD-20240815-00994,269,2024-08-15,entregado,1989.32,2,390,417.76,2757.29,paypal,same_day,,
995,ORD-20230804-00995,126,2023-08-04,cancelado,3083.92,2,320,647.62,3989.86,cash_on_delivery,standard,,
996,ORD-20240226-00996,159,2024-02-26,cancelado,2838.24,6,350,596.03,3613.98,debit_card,same_day,7,Nota del cliente: Envolver para regalo
997,ORD-20231202-00997,264,2023-12-02,procesando,1954.9,16,440,410.53,2492.65,cash_on_delivery,same_day,,
998,ORD-20250922-00998,313,2025-09-22,cancelado,1296.33,0,490,272.23,2058.56,debit_card,same_day,,
999,ORD-20240807-00999,24,2024-08-07,enviado,1664.86,15,330,349.62,2094.75,bank_transfer,express,9,
1000,ORD-20230128-01000,155,2023-01-28,entregado,812.89,18,460,170.71,1297.28,bank_transfer,standard,,
